count	justification	examples
2	Accord fort : codage fondé sur les documents officiels retenus pour le thème « Famille / prestations ». Niveau de preuve : position ou mesure explicitement documentée.	UDR|Q91|3|https://www.assemblee-nationale.fr/dyn/17/textes/l17b2750_proposition-resolution.pdf || Pologne|Q91|3|https://www.gov.pl/web/primeminister/expose
2	Désaccord net : codage cohérent avec la ligne programmatique générale du parti sur écologie.	RN|Q33|-2|https://rassemblementnational.fr/documents/202411-programme-europeennes.pdf || Reconquête|Q33|-2|https://www.parti-reconquete.fr/
2	Désaccord net : codage cohérent avec la ligne programmatique générale du parti sur état.	Reconquête|Q10|-2|https://www.parti-reconquete.fr/ || Reconquête|Q12|-2|https://www.parti-reconquete.fr/
2	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur immigration.	Reconquête|Q23|3|https://www.parti-reconquete.fr/ || Reconquête|Q25|3|https://www.parti-reconquete.fr/
2	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur europe.	Reconquête|Q39|3|https://www.parti-reconquete.fr/ || Reconquête|Q42|3|https://www.parti-reconquete.fr/
2	Accord modéré : L’accord CDU/CSU–SPD combine compétitivité, allègement administratif, investissement public et maintien de l’État social. Position directement documentée.	Allemagne|Q5|1|https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970 || Allemagne|Q10|1|https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970
2	Accord net : La coalition est socialement modérée : protection des libertés et lutte contre les discriminations, avec une place maintenue pour les traditions. Transposition ou inférence prudente.	Allemagne|Q14|2|https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970 || Allemagne|Q17|2|https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970
2	Accord net : Le gouvernement veut réduire l’immigration irrégulière tout en facilitant l’immigration qualifiée et l’intégration. Position directement documentée.	Allemagne|Q20|2|https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970 || Allemagne|Q21|2|https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970
2	Accord fort : Le gouvernement veut réduire l’immigration irrégulière tout en facilitant l’immigration qualifiée et l’intégration. Position directement documentée.	Allemagne|Q24|3|https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970 || Allemagne|Q58|3|https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970
2	Accord net : La ligne gouvernementale renforce les moyens de sécurité et l’exécution des décisions, sous contrôle de l’État de droit. Transposition ou inférence prudente.	Allemagne|Q29|2|https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970 || Allemagne|Q63|2|https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970
2	Accord net : Le gouvernement Merz est nettement pro-européen et favorable à une Europe plus capable d’agir. Position directement documentée.	Allemagne|Q38|2|https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970 || Allemagne|Q41|2|https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970
2	Désaccord net : Le gouvernement Merz est nettement pro-européen et favorable à une Europe plus capable d’agir. Transposition ou inférence prudente.	Allemagne|Q39|-2|https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970 || Allemagne|Q42|-2|https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970
2	Réserve : L’accord CDU/CSU–SPD combine compétitivité, allègement administratif, investissement public et maintien de l’État social. Comparabilité limitée ou position peu explicite.	Allemagne|Q44|-1|https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970 || Allemagne|Q45|-1|https://www.bundesregierung.de/breg-de/aktuelles/koalitionsvertrag-2025-2340970
2	Accord modéré : Le système parlementaire et fédéral allemand privilégie les coalitions, les contre-pouvoirs et l’expertise. Transposition ou inférence prudente.	Allemagne|Q72|1|https://www.bundesregierung.de/breg-en/federal-cabinet || Allemagne|Q73|1|https://www.bundesregierung.de/breg-en/federal-cabinet
2	Réserve : Le système parlementaire et fédéral allemand privilégie les coalitions, les contre-pouvoirs et l’expertise. Comparabilité limitée ou position peu explicite.	Allemagne|Q75|-1|https://www.bundesregierung.de/breg-en/federal-cabinet || Allemagne|Q76|-1|https://www.bundesregierung.de/breg-en/federal-cabinet
2	Accord fort : La coalition PSOE–Sumar défend un État social renforcé, la redistribution, les droits du travail et une intervention publique active. Position directement documentée.	Espagne|Q10|3|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf || Espagne|Q53|3|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf
2	Désaccord net : La coalition PSOE–Sumar défend un État social renforcé, la redistribution, les droits du travail et une intervention publique active. Transposition ou inférence prudente.	Espagne|Q13|-2|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf || Espagne|Q55|-2|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf
2	Accord fort : Le gouvernement est progressiste sur l’égalité, les modes de vie et la lutte contre les discriminations. Position directement documentée.	Espagne|Q14|3|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf || Espagne|Q17|3|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf
2	Désaccord net : La ligne est relativement ouverte et fondée sur les droits, avec maintien des expulsions en cas de criminalité grave. Transposition ou inférence prudente.	Espagne|Q20|-2|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf || Espagne|Q57|-2|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf
2	Accord net : La transition écologique, les renouvelables et la réglementation climatique sont des priorités gouvernementales. Transposition ou inférence prudente.	Espagne|Q33|2|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf || Espagne|Q37|2|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf
2	Désaccord net : Le gouvernement Sánchez est fortement pro-européen et favorable à davantage d’action commune. Transposition ou inférence prudente.	Espagne|Q39|-2|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf || Espagne|Q42|-2|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf
2	Accord fort : Le gouvernement Sánchez est fortement pro-européen et favorable à davantage d’action commune. Position directement documentée.	Espagne|Q40|3|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf || Espagne|Q41|3|https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf
2	Accord modéré : La priorité est davantage donnée à la prévention, aux garanties juridiques et à la réinsertion qu’au durcissement pénal. Transposition ou inférence prudente.	Espagne|Q63|1|https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/paginas/2025/20250728-political-year-assessment-speech.aspx || Espagne|Q64|1|https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/paginas/2025/20250728-political-year-assessment-speech.aspx
2	Accord modéré : La coalition minoritaire valorise le parlementarisme, la proportionnelle et la négociation entre groupes. Comparabilité limitée ou position peu explicite.	Espagne|Q72|1|https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/paginas/2025/20250728-political-year-assessment-speech.aspx || Espagne|Q73|1|https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/paginas/2025/20250728-political-year-assessment-speech.aspx
2	Réserve : La coalition minoritaire valorise le parlementarisme, la proportionnelle et la négociation entre groupes. Comparabilité limitée ou position peu explicite.	Espagne|Q75|-1|https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/paginas/2025/20250728-political-year-assessment-speech.aspx || Espagne|Q76|-1|https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/paginas/2025/20250728-political-year-assessment-speech.aspx
2	Accord net : Le Conseil fédéral suit une économie sociale de marché relativement libérale, avec discipline budgétaire et protection sociale multipiliers. Transposition ou inférence prudente.	Suisse|Q6|2|https://www.bfs.admin.ch/bfs/en/home/statistics/cross-sectional-topics/monitoring-legislature-plan.html || Suisse|Q13|2|https://www.bfs.admin.ch/bfs/en/home/statistics/cross-sectional-topics/monitoring-legislature-plan.html
2	Accord modéré : Le consensus gouvernemental est modérément libéral sur les droits individuels, tout en restant prudent sur les transformations sociales. Transposition ou inférence prudente.	Suisse|Q14|1|https://www.bfs.admin.ch/bfs/en/home/statistics/cross-sectional-topics/monitoring-legislature-plan.html || Suisse|Q17|1|https://www.bfs.admin.ch/bfs/en/home/statistics/cross-sectional-topics/monitoring-legislature-plan.html
2	Accord fort : La Suisse privilégie l’immigration économique contrôlée, l’intégration et des conditions strictes de séjour durable. Transposition ou inférence prudente.	Suisse|Q24|3|https://www.bfs.admin.ch/bfs/en/home/statistics/cross-sectional-topics/monitoring-legislature-plan.html || Suisse|Q78|3|https://www.bfs.admin.ch/bfs/en/home/statistics/cross-sectional-topics/monitoring-legislature-plan.html
2	Accord net : La politique combine prévention, police efficace et fortes garanties de l’État de droit. Transposition ou inférence prudente.	Suisse|Q28|2|https://www.bfs.admin.ch/bfs/en/home/statistics/cross-sectional-topics/monitoring-legislature-plan.html || Suisse|Q64|2|https://www.bfs.admin.ch/bfs/en/home/statistics/cross-sectional-topics/monitoring-legislature-plan.html
2	Accord modéré : La stratégie climatique repose largement sur la technologie, les incitations économiques et une mise en œuvre compatible avec la compétitivité. Transposition ou inférence prudente.	Suisse|Q32|1|https://www.bfs.admin.ch/bfs/en/home/statistics/cross-sectional-topics/monitoring-legislature-plan.html || Suisse|Q33|1|https://www.bfs.admin.ch/bfs/en/home/statistics/cross-sectional-topics/monitoring-legislature-plan.html
2	Position de compromis : La stratégie climatique repose largement sur la technologie, les incitations économiques et une mise en œuvre compatible avec la compétitivité. Transposition ou inférence prudente.	Suisse|Q36|0|https://www.bfs.admin.ch/bfs/en/home/statistics/cross-sectional-topics/monitoring-legislature-plan.html || Suisse|Q37|0|https://www.bfs.admin.ch/bfs/en/home/statistics/cross-sectional-topics/monitoring-legislature-plan.html
2	Position de compromis : La Suisse recherche des accords étroits avec l’Europe tout en maintenant sa souveraineté et son statut hors UE. Comparabilité limitée ou position peu explicite.	Suisse|Q40|0|https://www.eda.admin.ch/en/foreign-policy-strategy-2024-27 || Suisse|Q42|0|https://www.eda.admin.ch/en/foreign-policy-strategy-2024-27
2	Accord modéré : Le Conseil fédéral suit une économie sociale de marché relativement libérale, avec discipline budgétaire et protection sociale multipiliers. Comparabilité limitée ou position peu explicite.	Suisse|Q53|1|https://www.bfs.admin.ch/bfs/en/home/statistics/cross-sectional-topics/monitoring-legislature-plan.html || Suisse|Q54|1|https://www.bfs.admin.ch/bfs/en/home/statistics/cross-sectional-topics/monitoring-legislature-plan.html
2	Accord modéré : La Suisse privilégie l’immigration économique contrôlée, l’intégration et des conditions strictes de séjour durable. Comparabilité limitée ou position peu explicite.	Suisse|Q60|1|https://www.bfs.admin.ch/bfs/en/home/statistics/cross-sectional-topics/monitoring-legislature-plan.html || Suisse|Q79|1|https://www.bfs.admin.ch/bfs/en/home/statistics/cross-sectional-topics/monitoring-legislature-plan.html
2	Réserve : La démocratie directe, le fédéralisme, la proportionnelle et le gouvernement collégial structurent fortement le système suisse. Transposition ou inférence prudente.	Suisse|Q72|-1|https://www.aboutswitzerland.eda.admin.ch/en/political-system || Suisse|Q73|-1|https://www.aboutswitzerland.eda.admin.ch/en/political-system
2	Accord fort : La démocratie directe, le fédéralisme, la proportionnelle et le gouvernement collégial structurent fortement le système suisse. Position directement documentée.	Suisse|Q74|3|https://www.aboutswitzerland.eda.admin.ch/en/political-system || Suisse|Q77|3|https://www.aboutswitzerland.eda.admin.ch/en/political-system
2	Désaccord net : La démocratie directe, le fédéralisme, la proportionnelle et le gouvernement collégial structurent fortement le système suisse. Transposition ou inférence prudente.	Suisse|Q75|-2|https://www.aboutswitzerland.eda.admin.ch/en/political-system || Suisse|Q76|-2|https://www.aboutswitzerland.eda.admin.ch/en/political-system
2	Désaccord net : Le programme Orpo privilégie le travail, l’entrepreneuriat, la réduction du déficit, les réformes du marché du travail et la baisse des obstacles réglementaires. Transposition ou inférence prudente.	Finlande|Q3|-2|https://valtioneuvosto.fi/en/governments/government-programme || Finlande|Q5|-2|https://valtioneuvosto.fi/en/governments/government-programme
2	Accord net : Le programme Orpo privilégie le travail, l’entrepreneuriat, la réduction du déficit, les réformes du marché du travail et la baisse des obstacles réglementaires. Position directement documentée.	Finlande|Q6|2|https://valtioneuvosto.fi/en/governments/government-programme || Finlande|Q55|2|https://valtioneuvosto.fi/en/governments/government-programme
2	Accord modéré : La coalition augmente les moyens policiers et les pouvoirs de sécurité dans un contexte géopolitique dégradé. Comparabilité limitée ou position peu explicite.	Finlande|Q28|1|https://valtioneuvosto.fi/en/governments/government-programme || Finlande|Q64|1|https://valtioneuvosto.fi/en/governments/government-programme
2	Accord net : La coalition augmente les moyens policiers et les pouvoirs de sécurité dans un contexte géopolitique dégradé. Position directement documentée.	Finlande|Q29|2|https://valtioneuvosto.fi/en/governments/government-programme || Finlande|Q63|2|https://valtioneuvosto.fi/en/governments/government-programme
2	Réserve : Le programme Orpo privilégie le travail, l’entrepreneuriat, la réduction du déficit, les réformes du marché du travail et la baisse des obstacles réglementaires. Comparabilité limitée ou position peu explicite.	Finlande|Q44|-1|https://valtioneuvosto.fi/en/governments/government-programme || Finlande|Q45|-1|https://valtioneuvosto.fi/en/governments/government-programme
2	Accord modéré : La Finlande poursuit la neutralité carbone en privilégiant la technologie, le nucléaire, les renouvelables et la compétitivité. Transposition ou inférence prudente.	Finlande|Q67|1|https://valtioneuvosto.fi/en/governments/government-programme || Finlande|Q68|1|https://valtioneuvosto.fi/en/governments/government-programme
2	Accord modéré : Le système parlementaire finlandais maintient des contre-pouvoirs forts et une culture de coalition. Comparabilité limitée ou position peu explicite.	Finlande|Q72|1|https://valtioneuvosto.fi/en/-/outcome-of-the-negotiations-on-the-new-government-programme-a-strong-and-committed-finland || Finlande|Q73|1|https://valtioneuvosto.fi/en/-/outcome-of-the-negotiations-on-the-new-government-programme-a-strong-and-committed-finland
2	Accord net : la source retenue porte sur l'extension européenne de la dissuasion ou, pour les pays non dotés, sur la protection nucléaire alliée. Niveau de preuve : faisceau d’indices cohérent, sans équivalent toujours parfaitement identique.	Finlande|Q88|2|https://valtioneuvosto.fi/en/-/236553176/finland-to-participate-in-nato-s-annual-nuclear-deterrence-exercise || Royaume-Uni|Q88|2|https://www.gov.uk/government/news/unbreakable-bond-between-uk-and-ukraine-will-continue-under-my-government-26-july-2026
2	Accord net : La ligne Labour est progressiste sur les droits et les discriminations, avec un discours plus communautaire et territorial sous Andy Burnham. Transposition ou inférence prudente.	Royaume-Uni|Q14|2|https://www.gov.uk/government/publications/plan-for-change || Royaume-Uni|Q17|2|https://www.gov.uk/government/publications/plan-for-change
2	Accord net : Le gouvernement veut réduire l’immigration légale et irrégulière, tout en maintenant une approche relativement inclusive de l’intégration. Position directement documentée.	Royaume-Uni|Q20|2|https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain || Royaume-Uni|Q58|2|https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain
2	Accord net : Le gouvernement veut réduire l’immigration légale et irrégulière, tout en maintenant une approche relativement inclusive de l’intégration. Transposition ou inférence prudente.	Royaume-Uni|Q21|2|https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain || Royaume-Uni|Q61|2|https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain
2	Accord modéré : Le gouvernement poursuit une transition énergétique ambitieuse, avec Great British Energy, le nucléaire et les renouvelables. Transposition ou inférence prudente.	Royaume-Uni|Q35|1|https://www.gov.uk/government/publications/plan-for-change || Royaume-Uni|Q71|1|https://www.gov.uk/government/publications/plan-for-change
2	Accord net : Le gouvernement poursuit une transition énergétique ambitieuse, avec Great British Energy, le nucléaire et les renouvelables. Transposition ou inférence prudente.	Royaume-Uni|Q36|2|https://www.gov.uk/government/publications/plan-for-change || Royaume-Uni|Q37|2|https://www.gov.uk/government/publications/plan-for-change
2	Position de compromis : Le Royaume-Uni reste hors UE ; le gouvernement Labour recherche cependant des relations plus étroites avec l’Europe. Comparabilité limitée ou position peu explicite.	Royaume-Uni|Q38|0|https://www.gov.uk/government/publications/plan-for-change || Royaume-Uni|Q41|0|https://www.gov.uk/government/publications/plan-for-change
2	Réserve : Le système britannique conserve un exécutif fort, tout en développant la décentralisation et les pouvoirs locaux. Comparabilité limitée ou position peu explicite.	Royaume-Uni|Q74|-1|https://www.gov.uk/government/news/prime-minister-pledges-growth-in-every-postcode-across-whole-of-uk-as-he-visits-scotland || Royaume-Uni|Q75|-1|https://www.gov.uk/government/news/prime-minister-pledges-growth-in-every-postcode-across-whole-of-uk-as-he-visits-scotland
2	Position de compromis : Le programme combine baisse de l’impôt sur les sociétés et de certains impôts supérieurs, soutien aux entreprises, plein emploi et renforcement de prestations universelles. Transposition ou inférence prudente.	Danemark|Q2|0|https://stm.dk/media/rc1ktdmg/det-politiske-grundlag-for-firkloeverregeringen.pdf || Danemark|Q3|0|https://stm.dk/media/rc1ktdmg/det-politiske-grundlag-for-firkloeverregeringen.pdf
2	Réserve : Le programme combine baisse de l’impôt sur les sociétés et de certains impôts supérieurs, soutien aux entreprises, plein emploi et renforcement de prestations universelles. Position peu explicite ou comparaison institutionnelle limitée.	Danemark|Q7|-1|https://stm.dk/media/rc1ktdmg/det-politiske-grundlag-for-firkloeverregeringen.pdf || Danemark|Q45|-1|https://stm.dk/media/rc1ktdmg/det-politiske-grundlag-for-firkloeverregeringen.pdf
2	Accord net : La coalition est socialement progressiste, mais insiste aussi sur la culture commune, la cohésion et les institutions collectives. Transposition ou inférence prudente.	Danemark|Q14|2|https://stm.dk/media/rc1ktdmg/det-politiske-grundlag-for-firkloeverregeringen.pdf || Danemark|Q17|2|https://stm.dk/media/rc1ktdmg/det-politiske-grundlag-for-firkloeverregeringen.pdf
2	Accord net : Le gouvernement se présente comme très vert, accélère l’électrification et les renouvelables et accepte des instruments fiscaux et réglementaires. Transposition ou inférence prudente.	Danemark|Q36|2|https://stm.dk/media/rc1ktdmg/det-politiske-grundlag-for-firkloeverregeringen.pdf || Danemark|Q37|2|https://stm.dk/media/rc1ktdmg/det-politiske-grundlag-for-firkloeverregeringen.pdf
2	Accord net : Le programme combine baisse de l’impôt sur les sociétés et de certains impôts supérieurs, soutien aux entreprises, plein emploi et renforcement de prestations universelles. Position directement documentée.	Danemark|Q46|2|https://stm.dk/media/rc1ktdmg/det-politiske-grundlag-for-firkloeverregeringen.pdf || Danemark|Q51|2|https://stm.dk/media/rc1ktdmg/det-politiske-grundlag-for-firkloeverregeringen.pdf
2	Accord net : Le gouvernement se présente comme très vert, accélère l’électrification et les renouvelables et accepte des instruments fiscaux et réglementaires. Position directement documentée.	Danemark|Q67|2|https://stm.dk/media/rc1ktdmg/det-politiske-grundlag-for-firkloeverregeringen.pdf || Danemark|Q68|2|https://stm.dk/media/rc1ktdmg/det-politiske-grundlag-for-firkloeverregeringen.pdf
2	Accord modéré : Le système parlementaire danois privilégie les coalitions, les compromis, les partenaires sociaux et la représentation proportionnelle. Position peu explicite ou comparaison institutionnelle limitée.	Danemark|Q72|1|https://stm.dk/media/rc1ktdmg/det-politiske-grundlag-for-firkloeverregeringen.pdf || Danemark|Q73|1|https://stm.dk/media/rc1ktdmg/det-politiske-grundlag-for-firkloeverregeringen.pdf
2	Accord net : codage fondé sur les documents officiels retenus pour le thème « État ». Niveau de preuve : position ou mesure explicitement documentée.	Pays-Bas|Q9|2|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pologne|Q10|2|https://www.gov.pl/web/primeminister/poland-a-year-of-breakthrough---the-prime-minister-unveils-polands-2025-economic-plan
2	Accord modéré : codage fondé sur les documents officiels retenus pour le thème « Sécurité / justice ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.	Pays-Bas|Q27|1|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pologne|Q28|1|https://www.gov.pl/web/primeminister/expose
2	Accord net : codage fondé sur les documents officiels retenus pour le thème « Sécurité / justice ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.	Pays-Bas|Q28|2|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pologne|Q27|2|https://www.gov.pl/web/primeminister/expose
2	Accord net : codage fondé sur les documents officiels retenus pour le thème « Sécurité / justice ». Niveau de preuve : position ou mesure explicitement documentée.	Pays-Bas|Q29|2|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pologne|Q29|2|https://www.gov.pl/web/primeminister/expose
2	Accord net : codage fondé sur les documents officiels retenus pour le thème « Europe ». Niveau de preuve : position ou mesure explicitement documentée.	Pays-Bas|Q38|2|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pays-Bas|Q41|2|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf
2	Position neutre, partagée ou non arrêtée : codage fondé sur les documents officiels retenus pour le thème « Fiscalité / patrimoine ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.	Pays-Bas|Q44|0|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pays-Bas|Q45|0|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf
2	Accord net : codage fondé sur les documents officiels retenus pour le thème « Travail / chômage ». Niveau de preuve : position ou mesure explicitement documentée.	Pays-Bas|Q46|2|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pologne|Q46|2|https://www.gov.pl/web/primeminister/poland-a-year-of-breakthrough---the-prime-minister-unveils-polands-2025-economic-plan
2	Accord fort : codage fondé sur les documents officiels retenus pour le thème « Retraites ». Niveau de preuve : position ou mesure explicitement documentée.	Pays-Bas|Q49|3|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pays-Bas|Q50|3|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf
2	Accord net : codage fondé sur les documents officiels retenus pour le thème « État / entreprises ». Niveau de preuve : position ou mesure explicitement documentée.	Pays-Bas|Q55|2|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pologne|Q55|2|https://www.gov.pl/web/primeminister/poland-a-year-of-breakthrough---the-prime-minister-unveils-polands-2025-economic-plan
2	Accord net : codage fondé sur les documents officiels retenus pour le thème « Libertés / sécurité ». Niveau de preuve : position ou mesure explicitement documentée.	Pays-Bas|Q63|2|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pologne|Q63|2|https://www.gov.pl/web/primeminister/expose
2	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Sécurité ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.	Pays-Bas|Q66|-2|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pologne|Q66|-2|https://www.gov.pl/web/primeminister/expose
2	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Institutions ». Niveau de preuve : position ou mesure explicitement documentée.	Pays-Bas|Q76|-2|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pologne|Q76|-2|https://www.gov.pl/web/primeminister/expose
2	Accord modéré : codage fondé sur les documents officiels retenus pour le thème « Santé / accès aux soins ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.	Pays-Bas|Q81|1|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pologne|Q81|1|https://www.gov.pl/web/primeminister/expose
2	Accord fort : codage fondé sur les documents officiels retenus pour le thème « Défense / Ukraine ». Niveau de preuve : position ou mesure explicitement documentée.	Pays-Bas|Q87|3|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pologne|Q87|3|https://www.gov.pl/web/primeminister/safe-polands-blueprint-for-european-security-and-domestic-defence-growth
2	Accord net : codage fondé sur les documents officiels retenus pour le thème « Numérique / intelligence artificielle ». Niveau de preuve : position ou mesure explicitement documentée.	Pays-Bas|Q93|2|https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf || Pologne|Q93|2|https://www.gov.pl/web/primeminister/poland-a-year-of-breakthrough---the-prime-minister-unveils-polands-2025-economic-plan
